accver	taxid	isolate	host	genotype	country	isolation_source	collection_date	strain	serotype	group	old_name	type	collected_by	gb_acronym	note	lab_host	subtype1	acronym	note.1	NA.	clone	map	cell_line	lat_lon	segment	identified_by	culture_collection	serogroup	subgroup	tissue_lib	tissue_type	acronym.1	variety
MN199306.1	10519	NA	Homo sapiens	NA	United Kingdom	NA	2017-12-31	Human\\England\\05.1\\2018\\B7	NA	NA	Human adenovirus B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY969088.1	10533	CU_B2773	Homo sapiens	C1	Thailand	feces	2016-03-31	NA	NA	NA	Human adenovirus C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704357.1	10533	CU-B15947	Homo sapiens	C1	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	Human adenovirus C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712998.1	10519	PUMCH314	Homo sapiens	NA	China	NA	2005-05-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY819919.1	108098	NA	NA	NA	NA	NA	NA	824O_02	7	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY819912.1	108098	NA	NA	NA	NA	NA	NA	4030-96	3	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X74657.1	10527	N-62	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	virions isolated from Hela	NA	NA	NA	NA	NA	NA	NA	NA	NA	immunological variants
X74664.1	10527	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	approx. 0.51-0.60	virions isolated from HeLa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY549654.1	10519	HB01	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511675.1	1907210	HB18	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511671.1	1907210	HB11	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511670.1	1907210	HB10	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511669.1	1907210	HB08	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511668.1	1907210	HB06	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511667.1	1907210	HB04	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511666.1	1907210	HB03	Homo sapiens	NA	China	throat swab	2013-02-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090810.1	10519	GZ_49_2011	Homo sapiens	NA	China	NA	2011-08-28	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090771.1	10519	GZ_221_2013	Homo sapiens	NA	China	NA	2013-08-22	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090762.1	45659	GZ_189_2013	Homo sapiens	NA	China	NA	2013-08-20	NA	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090752.1	10519	GZ_79_2012	Homo sapiens	NA	China	NA	2012-08-16	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC570908.1	10519	NA	Homo sapiens	NA	Taiwan	NA	2011-05-01	N6019/TW/11	NA	NA	Adenovirus 7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY969073.1	10515	CU_B2948	Homo sapiens	C2	Thailand	feces	2016-06-30	NA	NA	NA	Human adenovirus C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP274051.1	35265	PGOU244/Cote d'Ivoire/2012	pig	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	NA	NA	M. Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP274050.1	35265	PGAH389/Cote d'Ivoire/2012	pig	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	NA	NA	M. Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713001.1	10519	PUMCH6714	Homo sapiens	NA	China	NA	2008-01-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY819922.1	108098	NA	NA	NA	NA	NA	NA	533539_01	21	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB023547.1	10527	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250785.1	32608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK411408.1	108098	Ad-ARP-203 Res	Homo sapiens; male	NA	India	throat swab	2012-12-31	NA	21	B	NA	NA	NA	HAdV-B	NA	Hep-2 cell line	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU872864.1	1916695	G1	Erythrocebus patas	NA	Czech Republic	NA	2011-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090807.1	10519	GZ_40_2011	Homo sapiens	NA	China	NA	2011-09-13	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090755.1	10519	GZ_91_2012	Homo sapiens	NA	China	NA	2012-07-23	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM103662.1	108098	Ad-ARP-6G-2011	Homo sapiens; female	NA	India	stool	2011-05-03	NA	NA	NA	Human Adenovirus B	NA	NA	HAdV-B	NA	HEp-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB742364.1	754031	NA	homo sapiens	NA	Philippines	Nasopharyngeal swab	2010-12-31	PHL/TTa227/2011	7	NA	NA	NA	NA	NA	genome type: h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB742363.1	754031	NA	homo sapiens	NA	Philippines	Nasopharyngeal swab	2010-12-31	PHL/TTa164/2011	7	NA	NA	NA	NA	NA	genome type: h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB685342.1	10519	NA	Homo sapiens	NA	Mongolia	NA	2009-12-31	10_/Mongolia/hexon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ265844.1	10519	AF1	Homo sapiens	NA	South Korea	throat swab	2004-12-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU513208.1	108098	BJF893	NA	NA	China	NA	NA	NA	7	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU513207.1	108098	BJF762	NA	NA	China	NA	NA	NA	7	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X13271.1	45659	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.0-62.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB023557.1	46941	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP274052.1	35265	PKEI502/Cote d'Ivoire/2012	pig	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	NA	NA	M. Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713006.1	10519	PUMCH9925	Homo sapiens	NA	China	NA	2010-03-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713004.1	10519	PUMCH8307	Homo sapiens	NA	China	NA	2008-03-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713003.1	10519	PUMCH7126	Homo sapiens	NA	China	NA	2008-04-30	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713000.1	10519	PUMCH5946	Homo sapiens	NA	China	NA	2007-07-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712999.1	10519	PUMCH2446	Homo sapiens	NA	China	NA	2006-04-30	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU439572.1	129951	17_NF_03	NA	NA	Cuba	NA	NA	NA	NA	NA	Human adenovirus C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY819904.1	108098	NA	NA	NA	NA	NA	NA	NA	3	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC159539.1	45659	NA	Homo sapiens	NA	NA	NA	NA	GB	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268117.1	108098	ICDDRB_AdV035	Homo sapiens	21/50	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 199700) under 5 years of age from Kamalapur, Dhaka area	2006-06-26	human/BGD/ICDDRB_AdV035/2006/21/50	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067658.2	45659	NA	NA	NA	NA	NA	NA	Ad3P	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250792.1	107681	patient SGH5253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP274040.1	130310	DGAH350/Cote d'Ivoire/2012	dog	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	NA	NA	M. Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM103668.1	108098	Ad-ARP-42G-2012	Homo sapiens; male	NA	India	stool	2012-07-30	NA	NA	NA	Human Adenovirus B	NA	NA	HAdV-B	NA	HEp-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU513205.1	108098	BJF379	NA	NA	China	NA	NA	NA	7	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U75953.1	10519	NA	NA	NA	NA	NA	NA	BC4492	NA	NA	Human adenovirus type 7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U77394.1	10519	NA	NA	NA	NA	NA	NA	BC8488	NA	NA	Human adenovirus type 7	NA	NA	NA	genome type Ad7d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U77393.1	10519	NA	NA	NA	NA	NA	NA	BC4609	NA	NA	Human adenovirus type 7	NA	NA	NA	genome type Ad7d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713007.1	10519	PUMCH10040	Homo sapiens	NA	China	NA	2010-04-30	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ943600.1	45659	NA	Homo sapiens	NA	Germany	NA	2006-11-30	RKI-0549/07	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ943587.1	45659	NA	Homo sapiens	NA	Germany	NA	2001-11-30	RKI-0622/02	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250791.1	107680	patient SGH2289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250790.1	107679	patient MY8/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250789.1	107678	patient MY7/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067674.1	45659	NA	NA	NA	NA	NA	NA	Ad3A724-G93	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK411404.1	108098	Ad-ARP-145 Res	Homo sapiens; male	NA	India	throat swab	2012-12-31	NA	3	B	NA	NA	NA	HAdV-B	NA	Hep-2 cell line	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF713009.1	10519	PUMCH10128	Homo sapiens	NA	China	NA	2010-05-31	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB436562.1	28280	NA	NA	NA	NA	NA	NA	Ad4P	4	NA	Human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB433755.1	28280	1597-Yamagata-03	NA	NA	Japan:Yamagata	NA	NA	NA	4	NA	Human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U75955.1	10519	NA	NA	NA	NA	NA	NA	BC3423	NA	NA	Human adenovirus type 7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X76550.1	28280	RJ-67 (ATCC)	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	approx 0.51-0.60	virions isolated from Hela	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY819911.1	108098	NA	NA	NA	NA	NA	NA	C1629_02	3	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268150.1	108098	ICDDRB_AdV068	Homo sapiens	7	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 232116) under 5 years of age from Kamalapur, Dhaka area	2007-09-25	human/BGD/ICDDRB_AdV068/2007/7	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268147.1	108098	ICDDRB_AdV065	Homo sapiens	7	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 232012) under 5 years of age from Kamalapur, Dhaka area	2007-09-01	human/BGD/ICDDRB_AdV065/2007/7	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268127.1	108098	ICDDRB_AdV045	Homo sapiens	7	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 165558) under 5 years of age from Kamalapur, Dhaka area	2006-10-30	human/BGD/ICDDRB_AdV045/2006/7	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268121.1	108098	ICDDRB_AdV039	Homo sapiens	21/50	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 246263) under 5 years of age from Kamalapur, Dhaka area	2006-07-26	human/BGD/ICDDRB_AdV039/2006/21/50	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268118.1	108098	ICDDRB_AdV036	Homo sapiens	7	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 135269) under 5 years of age from Kamalapur, Dhaka area	2006-07-22	human/BGD/ICDDRB_AdV036/2006/7	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268105.1	108098	ICDDRB_AdV023	Homo sapiens	7	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 230032) under 5 years of age from Kamalapur, Dhaka area	2006-03-14	human/BGD/ICDDRB_AdV023/2006/7	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB742370.1	754031	NA	homo sapiens	NA	Philippines	Nasopharyngeal swab	2010-12-31	PHL/TTa230/2011	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN163975.1	1076321	NA	Pan troglodytes verus	NA	NA	Ivory Coast	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seq5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU867475.1	45659	NA	NA	NA	Germany	NA	2005-12-31	RKI-1206/06	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ250784.1	31544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067673.1	45659	NA	NA	NA	NA	NA	NA	Ad3A326-G93	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704412.1	45659	CU-B20657	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN163982.1	1076312	NA	Pan troglodytes schweinfurthii	NA	NA	Uganda	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seq12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
U77391.1	10519	NA	NA	NA	NA	NA	NA	KCH4	NA	NA	Human adenovirus type 7	NA	NA	NA	genome type Ad7b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712971.1	45659	PUMCH8084	Homo sapiens	NA	China	NA	2009-01-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712966.1	45659	PUMCH6740	Homo sapiens	NA	China	NA	2008-01-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712953.1	45659	PUMCH3746	Homo sapiens	NA	China	NA	2006-09-30	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712951.1	45659	PUMCH2848	Homo sapiens	NA	China	NA	2006-06-30	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712948.1	45659	PUMCH2359	Homo sapiens	NA	China	NA	2006-04-30	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712947.1	45659	PUMCH2345	Homo sapiens	NA	China	NA	2006-04-30	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712943.1	45659	PUMCH789	Homo sapiens	NA	China	NA	2005-08-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712939.1	45659	PUMCH542	Homo sapiens	NA	China	NA	2005-08-31	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268139.1	108098	ICDDRB_AdV057	Homo sapiens	U	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 283528) under 5 years of age from Kamalapur, Dhaka area	2007-04-16	human/BGD/ICDDRB_AdV057/2007/U	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP268129.1	108098	ICDDRB_AdV047	Homo sapiens	U	Bangladesh: Dhaka	nasopharyngeal wash; derived from child (PID: 205775) under 5 years of age from Kamalapur, Dhaka area	2006-11-07	human/BGD/ICDDRB_AdV047/2006/U	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB685343.1	45659	NA	Homo sapiens	NA	Mongolia	NA	2009-12-31	10_02371/Mongolia/hexon	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF712955.1	45659	PUMCH3779	Homo sapiens	NA	China	NA	2006-09-30	NA	NA	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB366414.1	45659	NA	NA	NA	Japan	NA	NA	Ad3Y97-1721	3	NA	Human adenovirus 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067672.2	45659	NA	NA	NA	NA	NA	NA	Ad3Y98-9	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067677.1	45659	NA	NA	NA	NA	NA	NA	Ad3A432-G96	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB067675.1	45659	NA	NA	NA	NA	NA	NA	Ad3A586-G95	Type 3	NA	Human adenovirus 3	NA	NA	NA	laboratory host: HEp-2~synonym: Human adenovirus type 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB023558.1	46942	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK411401.1	108098	Ad-ARP-83 Res	Homo sapiens; male	NA	India	throat swab	2012-12-31	NA	3	B	NA	NA	NA	HAdV-B	NA	Hep-2 cell line	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
